@relation Train

@attribute MeanSentenceLengthFeature numeric
@attribute StopWordsPercentagesFeature numeric
@attribute UniqueWordsPercentages numeric
@attribute PostagNoun numeric
@attribute PostagAdjective numeric
@attribute PostagVerb numeric
@attribute PostagConjunction numeric
@attribute 'Train Feature' numeric

@data
28.666667,2.270833,0.017447,3,1.414214,10,1,0
126.90991,2.695946,0.002963,3,1,10,0,1
84.666667,2.078947,0.047841,2,1.414214,10,0,1
75.178295,2.385659,0.041888,1,9,10,1,1
61.045977,2.422414,0.066111,2,1.414214,10,1,1
52.833333,3.027778,0.061142,2,1,10,0,1
22.777778,2.666667,0.007397,2,3,10,0,1
36.333333,2.289474,0.008269,3,2.236068,10,1,1
80.827957,2.233871,0.016021,1,3,10,1,1
144.539394,2.866667,0.024339,3,3,10,1,1
80.15942,2.467391,0.040906,1,9.055385,10,0,1
98.45045,2.912162,0.02281,3,2,10,1,1
81.149425,2.428161,0.007389,1,2,10,1,1
52.479167,3.15625,0.04917,0,0,10,0,1
127.475177,3.138298,0.002251,3,1,10,1,1
51.3125,3.041667,0.063883,1,9,10,0,1
63.090909,2.780303,0.026335,3,1,10,0,1
62.260417,2.65625,0.00008,3,7,10,0,1
122.144928,2.84058,0.016119,4,1,10,0,1
125.085271,2.375969,0.032041,3,3,10,0,1
49.349699,2.015504,0.112647,0,4,10,2,1
18.254151,2.205619,0.036474,2,0,10,3,1
22.282347,1.559885,0.083991,2,2,10,1,1
75.594276,2.368687,0.04283,1,1,10,2,1
48.852551,1.533194,0.033993,1,3,10,2,1
64.517518,1.570571,0.001213,2,1,10,2,1
68.663446,2.706924,0.031445,1,1.414214,10,1,1
12.777778,1.851852,0.032578,1,3,10,3,1
82.315055,1.897547,0.122208,3,0,10,1,1
8.124579,1.646465,0.014313,3,3,10,3,1
12.30262,2.081301,0.01867,1,4,10,3,1
37.698873,1.8438,0.05151,2,2,10,1,1
29.585185,3.091005,0.094906,1,0,10,1,1
2.685185,2.157407,0.015632,0,1,10,1,1
38.572391,1.606061,0.000584,1,1.414214,10,2,0
2.806807,1.985986,0.013068,1,1.414214,10,2,1
52.237817,1.768031,0.032032,1,0,10,2,1
71.113322,2.096186,0.071923,0,0,10,1,1
12.466435,1.614583,0.005571,0,4.123106,10,1,1
111.079922,2.212476,0.000021,0,4,10,2,1
152.851852,2.060185,0.046753,0,3,10,2,1
139.470899,2.723545,0.073909,0,3,10,1,1
208.560185,4.034722,0.006543,0,2,10,3,1
17.715797,2.040816,0.039518,2,1,10,1,1
62.695767,1.751323,0.00418,1,1,10,3,1
53.485185,2.311111,0.051259,0,0,10,3,1
103.981481,1.814815,0.008252,1,3,10,1.118034,1
330.785185,3.437037,0.040605,0,1.414214,10,2,1
6.784964,1.950249,0.109171,1,1,10,1,1
65.249015,2.182033,0.104673,0,1,10,1,1
78.839031,1.995726,0.071353,1,0,10,2,1
1.754209,1.501684,0.008345,0,3,10,1,1
51.305185,1.303704,0.038657,1,2,10,2,1
37.185185,1.833333,0.007184,0,3.162278,10,3,1
61.058058,2.051552,0.021668,0,3,10,2,1
18.814815,1.449318,0.023211,1,3.162278,10,2,1
9.326443,1.482343,0.017257,2,5,10,3,1
4.805875,1.721584,0.04148,1,3.162278,10,1,1
118.685185,2.638889,0.085772,1,3,10,2,1
88.62963,2.185185,0.017233,1,1,10,2,1
102.185185,3.046784,0.032899,0,2.236068,10,3,1
14.976105,2.170848,0.00861,2,1,10,3,1
78.687542,2.199327,0.000291,0,1,10,3,1
146.011272,2.101449,0.016275,2,5.09902,10,2,1
32.598599,1.734735,0.001821,0,2,10,3,1
15.297573,1.918263,0.017241,2,2,10,3,1
13.372685,2.663194,0.073801,3,4,10,2,1
61.623325,2.136328,0.026882,0,3,10,1,1
14.539352,1.782407,0.088514,2,5,10,2,1
2.760943,2.20202,0.001704,0,3,10,2,1
3.591435,1.503472,0.02455,0,3,10,2,0
56.293076,2.249597,0.008512,1,3,10,2,1
59.233419,1.666667,0.00741,0,1,10,2,1
67.603849,2.06656,0.076173,2,4,10,1,1
27.067351,1.491694,0.028656,2,6,10,1,1
124.943975,2.436575,0.069817,1,5,10,0,1
0.497148,1.18122,0.078654,1,7,10,0,1
15.167819,1.393463,0.11386,2,5,10,0,1
118.013145,2.775531,0.081202,1,5.09902,10,1,1
62.127476,1.429802,0.145225,1,7,10,1,1
131.664754,2.310178,0.009561,3,4,10,1,1
57.474278,1.359408,0.12696,3,7,10,1,1
37.047079,1.644923,0.093977,1,8,10,1,1
11.650826,1.232558,0.061137,2,6,10,1,1
78.934884,2.356811,0.017741,1,4,10,2.236068,1
52.034884,2.004522,0.097015,0,5,10,1,1
10.777308,1.737139,0.113231,1,5.09902,10,0,1
52.156505,1.526084,0.099579,1,3.162278,10,0,1
101.587515,1.572827,0.144679,1,4,10,0,1
21.763624,1.50295,0.040724,0,4,10,1,1
61.816134,1.384448,0.118218,0,8.062258,10,1,1
160.429621,2.53978,0.112626,0,8,10,0,1
202.20155,2.878876,0.065894,0,7,10,4,1
188.820598,2.460963,0.038738,0,7,10,1,1
257.909884,4.013081,0.106104,0,6,10,1,1
67.065496,1.570005,0.073129,2,3,10,1,1
13.346069,1.518272,0.116827,1,3,10,1,1
102.834884,2.669767,0.061388,0,4,10,1,1
54.631783,1.670112,0.104395,1,7,10,3.041381,1
380.134884,3.572093,0.072042,0,3.162278,10,0,1
42.564734,1.82159,0.003476,1,3,10,1,1
114.598714,1.653142,0.007974,0,5,10,3,1
128.18873,2.095707,0.041294,1,4,10,0,1
47.59549,1.382664,0.104302,0,7,10,1,1
100.654884,2.055814,0.151304,1,6,10,0,1
86.534884,2.056686,0.105463,0,7.071068,10,1,1
11.70836,1.399434,0.090979,0,7,10,0,1
30.534884,1.427785,0.135858,1,7.071068,10,0,1
40.023256,1.930233,0.129904,2,1,10,1,1
54.155573,1.494787,0.154127,1,7.071068,10,1,1
168.034884,2.069121,0.026875,1,7,10,0,1
137.979328,2.209302,0.095414,1,5,10,0,1
151.534884,3.022032,0.079748,0,6.082763,10,1,1
34.373593,1.453113,0.104037,2,5,10,1,1
29.337844,1.448626,0.112356,0,5,10,1,1
195.360971,2.902932,0.128922,2,1.414214,10,0,1
16.7511,1.502828,0.110826,0,6,10,1,1
34.052125,2.070569,0.095406,2,6,10,1,1
62.722384,2.048692,0.038846,3,8,10,0,1
12.273627,1.991588,0.085765,0,7,10,1,1
63.88905,1.824612,0.024133,2,1,10,0,1
52.110641,1.878788,0.114351,0,7,10,0,1
52.941134,1.412064,0.088097,0,1,10,0,1
6.943377,1.145602,0.104135,1,7,10,0,1
9.883721,1.27907,0.120057,0,5,10,0,1
40.536498,2.0618,0.047517,0,2,10,2,1
57.340125,2.581505,0.006356,1,1,10,1,1
67.106701,1.981132,0.002482,1,3,10,1,1
82.771668,2.296365,0.037688,0,1,10,1,1
50.409295,2.983508,0.00503,1,1.414214,10,2,1
5.476373,1.809706,0.069052,1,3,10,0,1
64.060905,2.068966,0.085734,1,0,10,2,1
10.129572,2.190178,0.050787,1,3,10,0,1
30.55677,2.406224,0.017804,1,4,10,0,1
55.953023,2.035982,0.015036,0,2,10,2,1
11.331034,3.473892,0.058431,3,0,10,3.162278,1
15.568966,2.305556,0.020842,2,1,10,2,1
56.826541,2.46604,0.037059,1,1.414214,10,1,1
15.447344,2.040075,0.023406,3,1.414214,10,1,1
33.983666,1.889292,0.068506,1,0,10,1,1
89.367473,2.499743,0.035449,2,0,10,2,1
5.787716,1.811422,0.042046,2,4.123106,10,2,1
92.825771,2.413793,0.036453,2,4,10,1,1
134.597701,2.659483,0.010279,2,3,10,5,1
121.216749,2.16133,0.037435,2,3,10,2,1
190.306034,3.178879,0.029931,2,2,10,0,1
0.538353,2.14708,0.003044,0,1,10,2,1
80.949918,2.497537,0.040654,1,1,10,0,1
35.231034,2.629885,0.014785,2,0,10,0,1
122.235632,2.408685,0.028222,3,3,10,4.031129,1
312.531034,2.862069,0.004131,2,1.414214,10,1,1
25.039115,1.751415,0.072697,1,1,10,2,1
46.994864,2.208364,0.068199,2,1,10,4,1
60.584881,2.128647,0.034879,1,0,10,1,1
20.008359,1.988506,0.028129,2,3,10,2,1
33.051034,2.826207,0.075131,3,2,10,1,1
18.931034,2.112069,0.02929,2,3.162278,10,0,1
79.312209,2.358341,0.014806,2,3,10,1,1
37.068966,1.815789,0.059685,1,3.162278,10,1,1
27.580593,2.25822,0.053732,0,5,10,0,1
13.448276,2.310345,0.077955,1,3.162278,10,2,1
100.431034,2.456897,0.049298,1,3,10,1,1
70.375479,1.956577,0.019241,1,1,10,1,1
83.931034,2.61706,0.003575,2,2.236068,10,0,1
33.230256,1.741935,0.027865,0,1,10,0,1
96.941693,2.588715,0.036183,2,1,10,0,1
127.757121,2.590705,0.05275,0,5.09902,10,1,1
50.852749,2.236719,0.034653,2,2,10,0,1
33.551724,2.793103,0.019233,0,2,10,0,1
4.881466,2.662716,0.037326,1,4,10,1,1
79.877476,2.644167,0.009592,2,3,10,2,1
3.714799,2.405172,0.052039,0,5,10,1,1
15.493208,2.289446,0.038178,2,3,10,1,1
14.662716,2.337284,0.011924,2,3,10,1,1
74.547226,2.572714,0.027963,3,3,10,1,1
77.48757,1.927827,0.043884,2,1,10,1,1
97.876623,2.006494,0.041161,1,1,10,1,1
26.570203,1.293065,0.049998,1,1,10,1,1
42.23517,1.206037,0.085205,0,1,10,1,1
90.945793,2.507058,0.052547,1,1.414214,10,0,1
35.060125,1.507937,0.116569,1,1,10,2,1
104.597403,1.948052,0.038217,1,2,10,0,1
30.406926,1.168831,0.098304,1,1,10,2,1
9.979728,1.706367,0.065321,1,2,10,2,1
15.416526,1.021645,0.032481,0,0,10,0,1
51.867532,2.119481,0.010915,3,2,10,1.414214,1
24.967532,1.512626,0.068359,2,1,10,0,1
16.290043,1.437229,0.084576,1,1.414214,10,1,1
25.089154,1.951913,0.070923,3,3.162278,10,1,1
74.520164,1.536569,0.116023,1,2,10,1,1
48.830975,1.472185,0.012068,2,2,10,0,1
34.748782,1.135958,0.089562,2,2.236068,10,0,1
133.362269,2.034176,0.08397,2,2,10,1,1
175.134199,2.012446,0.037238,2,1,10,3,1
161.753247,2.269481,0.010082,2,1,10,0,1
230.842532,3.518669,0.077448,2,0,10,2,1
39.998145,1.241187,0.044473,0,3,10,0,1
40.41342,1.402597,0.088171,1,3,10,2,1
75.767532,2.437229,0.032732,2,2,10,2,1
81.699134,1.459355,0.075739,3,1,10,2.061553,1
353.067532,3.028571,0.043386,2,3.162278,10,1,1
15.497383,2.016088,0.02518,1,3,10,0,1
87.531362,1.052777,0.020682,2,1,10,2,1
101.121379,1.731768,0.012638,1,2,10,1,1
20.528139,1.38961,0.075646,2,1,10,0,1
73.587532,1.821818,0.122648,3,0,10,1,1
59.467532,1.559253,0.076807,2,1.414214,10,2,1
38.775711,1.525272,0.062323,2,1,10,1,1
3.467532,0.995557,0.107202,1,1.414214,10,1,1
12.955905,1.347025,0.101249,0,7,10,2,1
27.088222,1.28034,0.125471,1,1.414214,10,0,1
140.967532,1.576118,0.001781,1,1,10,1,1
110.911977,1.827802,0.066758,1,1,10,1,1
124.467532,2.280246,0.051092,2,1,10,2,1
7.306242,1.333054,0.075381,0,1,10,2,1
56.405195,1.488312,0.0837,2,1,10,2,1
168.293619,2.265387,0.100267,0,7.071068,10,1,1
10.316251,1.292383,0.08217,2,0,10,2,1
6.984774,1.720107,0.06675,0,0,10,2,1
35.655032,1.530438,0.01019,1,2,10,1,1
39.340978,1.220227,0.057109,2,1,10,0,1
36.821699,1.17316,0.004523,0,7,10,1,1
25.04329,1.12987,0.085695,2,1,10,1,1
25.873782,1.530438,0.059441,2,5,10,1,1
34.010728,1.289667,0.075479,3,1,10,1,1
36.951072,1.177892,0.091401,2,1,10,1,1
124.446827,2.006003,0.008838,0,2,10,0,1
140.111794,2.391892,0.044044,1,0,10,0,1
6.93083,1.531621,0.011386,0,1,10,1,0
62.816498,1.910774,0.075408,0,2,10,1,1
6.720779,2.11039,0.079378,2,1,10,1,1
67.469697,2.227273,0.057143,2,2,10,1,1
87.896896,2.271619,0.02416,0,3,10,1,1
113.293149,1.857049,0.00868,1,1,10,1,1
46.009091,3.292208,0.052076,2,1,10,2.236068,1
72.909091,2.709596,0.027198,1,0,10,1,1
114.166667,2.742424,0.043415,0,1,10,0,1
72.787469,2.866093,0.029762,2,2.236068,10,0,1
23.356459,2.131579,0.074862,0,1,10,0,1
146.707598,2.575984,0.029093,1,1,10,1,1
63.127841,1.59375,0.048401,1,3.162278,10,1,1
35.485646,2.107656,0.042809,1,3,10,0,1
77.257576,2.488636,0.003923,1,2,10,4,1
63.876623,2.931818,0.031079,1,2,10,1,1
132.965909,2.676136,0.036287,1,1,10,1,1
57.878479,2.056586,0.003312,1,2,10,1,1
138.290043,1.863636,0.04701,0,2,10,1,1
22.109091,1.675758,0.008429,1,1,10,1,1
179.575758,2.658249,0.034578,2,2,10,3.041381,1
255.190909,4.145455,0.002225,1,2.236068,10,0,1
82.37924,2.141791,0.066341,0,2,10,1,1
10.345261,2.356867,0.061843,1,0,10,3,1
3.244755,2.573427,0.028523,0,1,10,0,1
77.348485,2.287879,0.034485,1,2,10,1,1
24.289091,2.245455,0.081487,2,1,10,0,1
38.409091,1.829545,0.035646,1,2.236068,10,1,1
136.652334,2.781327,0.021162,1,2,10,0,1
94.409091,1.861244,0.066041,0,2.236068,10,0,1
84.920719,1.709302,0.060088,1,6,10,1,1
70.788401,2.051724,0.084311,0,2.236068,10,1,1
43.090909,2.714646,0.042942,0,2,10,0,1
13.035354,2.53367,0.025597,0,0,10,0,1
26.590909,2.179426,0.009931,1,1.414214,10,1,1
90.570381,2.124633,0.034221,1,0,10,1,1
154.281818,2.536364,0.042539,1,0,10,1,1
70.416996,2.156126,0.059106,1,6.082763,10,0,1
108.192875,2.571253,0.041009,1,1,10,1,1
90.89185,2.556426,0.025589,1,1,10,1,1
62.221591,2.690341,0.03097,2,3,10,0,1
137.217602,2.66441,0.015948,1,2,10,1,1
61.054924,2.587121,0.045683,1,6,10,0,1
72.833333,2.227273,0.044534,1,2,10,0,1
72.002841,2.548295,0.01828,1,4,10,0,1
131.887352,2.401186,0.034319,2,2,10,0,1
134.827696,2.121564,0.05024,1,0,10,0,1
15.664967,1.173381,0.035206,1,2,10,0,1
117.515997,2.478261,0.002548,0,2.236068,10,1,1
61.630328,1.280224,0.066571,0,0,10,1,1
131.167606,2.09973,0.088216,2,3,10,1,1
56.97713,1.265294,0.048306,2,0,10,1,1
36.549931,1.518638,0.015322,0,1,10,1,1
11.153678,0.97703,0.017517,1,1,10,1,1
78.437736,2.585984,0.060913,2,3,10,2.236068,1
51.537736,1.860063,0.018361,1,2,10,1,1
10.28016,1.699828,0.034577,0,2.236068,10,0,1
51.659357,1.829679,0.020924,2,4.123106,10,0,1
101.090367,1.619662,0.066024,0,3,10,0,1
22.260772,1.520698,0.037931,1,3,10,1,1
61.318986,1.18809,0.039564,1,1.414214,10,1,1
159.932473,2.2572,0.033971,1,1,10,0,1
201.704403,2.455189,0.012761,1,0,10,4,1
188.32345,2.568059,0.039916,1,0,10,1,1
257.412736,3.850236,0.02745,1,1,10,1,1
66.568348,1.527147,0.005525,1,4,10,1,1
13.843217,1.080863,0.038172,0,4,10,1,1
102.337736,2.615094,0.017266,1,3,10,1,1
55.128931,1.226415,0.02574,2,0,10,3.041381,1
379.637736,3.492453,0.006612,1,4.123106,10,0,1
42.067587,1.754999,0.075179,0,4,10,1,1
114.101566,1.706544,0.07068,1,2,10,3,1
127.691582,1.977504,0.03736,0,3,10,0,1
47.098342,1.42024,0.025648,1,0,10,1,1
100.157736,1.577358,0.07265,2,1,10,0,1
86.037736,1.95283,0.026809,1,1,10,1,1
12.205507,1.441356,0.012325,1,0,10,0,1
30.037736,0.977656,0.057203,0,1,10,0,1
39.526108,1.126371,0.05125,1,8,10,1,1
53.658426,1.087833,0.075473,0,1,10,1,1
167.537736,2.186059,0.05178,0,0,10,0,1
137.48218,2.136268,0.016759,0,2,10,0,1
151.037736,2.849057,0.001093,1,1.414214,10,1,1
33.876446,1.612295,0.025383,1,2,10,1,1
29.834991,1.338593,0.033701,1,2,10,1,1
194.863823,2.591468,0.050268,1,8.062258,10,0,1
16.253952,1.513004,0.032172,1,1,10,1,1
33.554977,1.709824,0.016751,1,1,10,1,1
62.225236,2.053656,0.039808,2,1,10,0,1
12.770775,1.898434,0.007111,1,0,10,1,1
63.391903,1.554245,0.054521,1,8,10,0,1
51.613493,1.842196,0.035697,1,0,10,0,1
52.443986,1.32842,0.009442,1,6,10,0,1
7.440525,1.335521,0.025481,2,0,10,0,1
10.380869,1.020184,0.041403,1,2,10,0,1
133.180964,2.66745,0.032658,1,1,10,1,1
77.295295,1.720721,0.031365,1,2,10,1,1
146.832573,2.355212,0.123422,1,1,10,1,1
72.642097,1.374283,0.0131,1,2,10,1,1
52.214898,1.485168,0.019884,1,3,10,1,1
26.818645,1.026244,0.052724,0,1,10,1,1
94.102703,2.23166,0.096119,3,1,10,2.236068,1
67.202703,1.59985,0.016846,2,0,10,1,1
25.945127,1.711712,0.000629,1,1,10,0,1
67.324324,1.594595,0.014282,3,2.236068,10,0,1
116.755334,1.512091,0.030818,1,1,10,0,1
6.595805,0.97499,0.073137,2,1,10,1,1
76.983953,1.485642,0.004358,2,3.162278,10,1,1
175.59744,2.142248,0.001235,2,3,10,0,1
217.369369,2.588964,0.047967,2,2,10,4,1
203.988417,2.40444,0.075122,2,2,10,1,1
273.077703,3.964527,0.007756,2,1,10,1,1
82.233315,1.584666,0.040731,0,2,10,1,1
1.82175,1.169884,0.002966,1,2,10,1,1
118.002703,2.809009,0.052472,2,1,10,1,1
39.463964,1.007007,0.009466,3,2,10,3.041381,1
395.302703,3.443243,0.041818,2,2.236068,10,0,1
57.732553,2.020573,0.110385,1,2,10,1,1
129.766532,1.671075,0.105886,2,0,10,3,1
143.356549,1.990644,0.072566,1,1,10,0,1
62.763309,1.470106,0.009558,2,2,10,1,1
115.822703,1.525405,0.037443,3,1,10,0,1
101.702703,2.059122,0.008397,2,2.236068,10,1,1
3.459459,1.148649,0.022881,2,2,10,0,1
45.702703,1.236842,0.021997,1,2.236068,10,0,1
55.191075,1.34758,0.016044,0,6,10,1,1
69.323392,0.89562,0.040267,1,2.236068,10,1,1
183.202703,1.825075,0.086986,1,2,10,0,1
153.147147,2.268268,0.018447,1,0,10,0,1
166.702703,3.078236,0.034113,2,1.414214,10,1,1
49.541412,1.525719,0.009823,0,0,10,1,1
14.170025,1.298771,0.001505,2,0,10,1,0
210.52879,2.53584,0.015062,0,6.082763,10,0,1
31.918919,1.135135,0.003034,2,1,10,1,1
49.219944,1.555452,0.018455,0,1,10,1,1
77.890203,1.473818,0.075014,1,3,10,0,1
2.894192,1.445658,0.028095,2,2,10,1,1
79.056869,1.368243,0.089727,0,6,10,0,1
67.27846,1.411138,0.000491,2,2,10,0,1
68.108953,1.428209,0.025764,2,4,10,0,1
8.224442,1.253819,0.009725,3,2,10,0,1
5.284098,0.903834,0.006197,2,0,10,0,1
55.885668,2.230274,0.064023,0,2.236068,10,2,1
13.651609,2.16262,0.090764,2,1.414214,10,0,1
60.538867,2.653491,0.045757,2,2.236068,10,2,1
80.966066,2.753977,0.012774,0,3.162278,10,2,1
106.362319,2.463768,0.020066,1,1.414214,10,0,1
39.078261,3.085714,0.063461,2,1.414214,10,1.414214,1
65.978261,2.566425,0.015812,1,1,10,0,1
107.235837,3.156785,0.032029,0,0,10,1,1
65.856639,2.473561,0.018376,2,2,10,1,1
16.425629,2.276888,0.063476,0,1.414214,10,1,1
139.776768,2.879299,0.040479,1,1.414214,10,0,1
56.197011,2.009511,0.037016,1,3,10,0,1
42.416476,2.077803,0.031423,1,3.162278,10,1,1
84.188406,3.041667,0.015309,1,2.236068,10,3,1
70.807453,2.551242,0.042464,1,2.236068,10,0,1
139.896739,2.605978,0.024902,1,1.414214,10,2,1
50.947649,2.536823,0.008073,1,2.236068,10,0,1
131.359213,2.606625,0.035624,0,2.236068,10,2,1
15.178261,2.286957,0.019815,1,1.414214,10,2,1
172.644928,3.046699,0.023192,2,2.236068,10,2.061553,1
262.121739,3.834783,0.00916,1,2,10,1,1
75.44841,1.98767,0.077727,0,2.236068,10,0,1
3.414431,2.732655,0.073228,1,1,10,2,1
10.175585,2.884615,0.039909,0,1.414214,10,1,1
70.417655,2.596838,0.0231,1,2.236068,10,0,1
17.358261,2.384348,0.070101,2,1.414214,10,1,1
31.478261,2.217391,0.024261,1,2,10,2,1
129.721504,3.182726,0.009777,1,2.236068,10,1,1
87.478261,2.227689,0.054655,0,2,10,1,1
77.989889,2.600607,0.048702,1,6.082763,10,2,1
63.857571,2.373313,0.072925,0,2,10,0,1
50.021739,2.77657,0.054328,0,2.236068,10,1,1
19.966184,3.120773,0.014211,0,1,10,1,1
33.521739,2.201373,0.001455,1,1,10,2,1
83.639551,2.653576,0.022835,1,1,10,2,1
147.350988,3.047431,0.031153,1,1,10,2,1
77.347826,2.086957,0.04772,1,6,10,1,1
101.262045,2.655699,0.029624,1,1.414214,10,2,1
83.961019,2.748126,0.014203,1,1.414214,10,2,1
55.290761,2.493207,0.042356,2,3.162278,10,1,1
130.286772,3.089732,0.004563,1,2.236068,10,0,1
54.124094,2.157609,0.057069,1,6.082763,10,1,1
65.902503,2.786561,0.033149,1,2.236068,10,1,1
65.072011,2.873641,0.006894,1,4.123106,10,1,1
124.956522,2.913043,0.022933,2,2.236068,10,1,1
127.896866,2.867543,0.038855,1,1,10,1,1
69.537278,1.650313,0.154786,2,3,10,2,1
4.653199,1.531987,0.018265,2,0,10,0,1
25.080397,1.808491,0.051248,0,1,10,0,1
50.476651,1.241546,0.084088,1,1,10,2,1
16.807407,2.822222,0.127484,2,3,10,3.162278,1
10.092593,2.009259,0.04821,1,2,10,2,1
51.350168,2.077441,0.031994,0,2.236068,10,1,1
9.970971,1.981982,0.045646,2,4.123106,10,1,1
39.460039,1.740741,0.000546,0,3,10,1,1
83.8911,1.743505,0.104501,1,3,10,2,1
0.311343,0.815972,0.027007,1,1.414214,10,2,1
98.302144,1.947368,0.032599,1,1,10,1,1
140.074074,2.782407,0.079331,1,0,10,5,1
126.693122,2.358466,0.106487,1,0,10,2,1
195.782407,3.516204,0.039121,1,1,10,0,0
4.93802,1.504157,0.072096,1,4,10,2,1
75.473545,1.402116,0.028398,0,4,10,0,1
40.707407,2.007407,0.083837,1,3,10,0,0
116.759259,1.888889,0.04083,2,0,10,4.031129,1
318.007407,3.514815,0.073183,1,4.123106,10,1,1
19.562742,1.640685,0.141749,0,4,10,2,1
52.471237,1.661939,0.137251,1,2,10,4,1
66.061254,1.89886,0.103931,0,3,10,1,1
14.531987,1.710438,0.040923,1,0,10,2,1
38.527407,2.074074,0.006079,2,1,10,1,1
24.407407,1.509259,0.039762,1,1,10,0,0
73.835836,1.923423,0.054246,1,0,10,1,1
31.592593,1.511696,0.009367,0,1,10,1,1
22.10422,1.391042,0.015321,1,8,10,0,1
7.971903,1.36143,0.008902,0,1,10,2,1
105.907407,2.231481,0.11835,0,0,10,1,1
75.851852,1.888889,0.049811,0,2,10,1,1
89.407407,2.364522,0.065477,1,1.414214,10,0,1
27.753883,1.301075,0.041188,1,2,10,0,1
91.46532,1.977104,0.032869,1,2,10,0,1
133.233494,2.52657,0.016303,1,8.062258,10,1,1
45.376376,1.472472,0.034399,1,1,10,0,1
28.075351,1.908046,0.049819,1,1,10,0,1
0.594907,2.258102,0.106379,2,1,10,1,1
74.401103,2.189913,0.05946,1,0,10,2,1
1.761574,1.837963,0.121092,1,8,10,1,1
10.016835,1.96633,0.030874,1,0,10,1,1
9.186343,2.019676,0.057128,1,6,10,1,1
69.070853,1.761675,0.04109,2,0,10,1,1
72.011197,1.210164,0.025168,1,2,10,1,1
74.190476,2.329004,0.136521,0,3,10,2,1
94.617675,2.443142,0.103538,2,4,10,2,1
120.013928,2.244306,0.070698,1,2,10,0,1
52.72987,3.423377,0.027302,4,0,10,1.414214,1
79.62987,2.4614,0.106576,3,1,10,0,1
120.887446,2.588745,0.122793,2,1.414214,10,1,1
79.508249,2.513514,0.10914,4,1.414214,10,1,1
30.077239,1.909091,0.15424,2,0,10,1,1
153.428378,2.422756,0.050285,3,0,10,0,1
69.84862,1.747159,0.127779,3,4.123106,10,0,1
28.764867,1.741627,0.122187,3,4,10,1,1
70.536797,2.381494,0.075455,3,3,10,3,1
57.155844,1.931818,0.048299,3,3,10,0,1
126.24513,3.219968,0.115665,3,2,10,2,1
64.599258,2.024119,0.08269,1,1,10,0,1
145.010823,2.311688,0.126388,2,1,10,2,1
28.82987,2.088312,0.070949,3,0,10,2,1
186.296537,2.620491,0.113956,4,3,10,2.061553,1
248.47013,3.328571,0.081603,3,1.414214,10,1,1
89.100019,1.654778,0.013037,2,1,10,0,0
17.06604,2.095054,0.017535,3,1,10,2,1
3.476024,1.70979,0.050855,2,0,10,1,1
84.069264,2.194805,0.113863,3,3,10,0,1
31.00987,2.425455,0.160865,4,2,10,1,1
45.12987,1.609578,0.115024,3,3.162278,10,2,1
143.373113,2.691997,0.10054,3,3,10,1,1
101.12987,1.988722,0.145419,2,3.162278,10,1,1
91.641498,1.962549,0.139466,1,5,10,2,1
77.50918,2.261979,0.163688,2,3.162278,10,0,1
36.37013,2.618687,0.036436,2,3,10,1,1
6.314574,2.127946,0.104975,2,1,10,1,1
19.87013,2.498975,0.089309,3,2.236068,10,2,1
97.29116,2.151655,0.113598,1,1,10,2,1
161.002597,2.667532,0.121917,3,1,10,2,1
63.696217,2.490119,0.138484,1,5.09902,10,1,1
114.913654,2.270972,0.120387,3,2,10,2,1
97.612629,2.690999,0.104967,1,2,10,2,1
