@relation Train

@attribute MeanSentenceLengthFeature numeric
@attribute StopWordsPercentagesFeature numeric
@attribute UniqueWordsPercentages numeric
@attribute PostagNoun numeric
@attribute PostagAdjective numeric
@attribute PostagVerb numeric
@attribute PostagConjunction numeric
@attribute 'Train Feature' numeric

@data
44.677225,0.055053,0.034264,11,1.414214,2.236068,2,1
25.897436,0,0.032506,2.645751,1,2,7.141428,1
8.705128,0.232423,0.014802,2.44949,2.645751,1.5,3,1
15.480586,0.374359,0.026671,6.164414,2.236068,2,3,1
28.140326,0.065268,0.021993,13.038405,1.414214,1.414214,3.162278,1
10.227304,0.028413,0.081556,17.095321,3.041381,2.236068,1.5,1
0.731444,0.078273,0.017375,3,3.464102,2,3.464102,1
1.014652,0.049451,0.013494,2.44949,1,4,1.732051,1
41.065142,0.079695,0.005806,9.394147,2.236068,2.645751,8.902247,1
18.774038,0.004808,0.028998,3.354102,1,1.414214,3.24037,1
55.402015,0.025641,0.030601,15.676415,1.5,2.645751,7.071068,1
42.986361,0.025641,0.02297,7.681146,1.414214,2.44949,3.872983,1
58.723443,0.045788,0.059775,11.157957,3.937004,1,7.937254,1
55.473443,0.081502,0.00518,7.582875,1.414214,4.41588,9.447222,1
15.72669,0.087995,0.015977,3.162278,1,1,1.802776,1
22.444872,0.150641,0.000024,7.228416,7.017834,5.024938,2.44949,1
2.826096,0.162738,0.152985,7.088723,2,3,3.316625,1
25.926947,0.063377,0.085531,4.242641,2,1.732051,6.576473,1
111.157343,0.071096,0.059077,15.427249,7.416198,8.845903,6.78233,1
24.314848,0.020871,0.009238,6.480741,1.414214,7.348469,2.236068,1
27.969981,0.045028,0.006083,4.387482,1.5,5.315073,1.414214,1
21.290276,0.025641,0.012998,3.162278,3.316625,4.123106,6.020797,1
57.805668,0.053306,0.003111,7.937254,2.44949,6.873864,3.872983,1
28.106838,0.08547,0.034501,5.477226,1.414214,2.44949,1.732051,1
24.106838,0.057692,0.027327,8.077747,1.5,3.316625,3.5,1
2.17636,0.028143,0.008697,3.605551,1,3.741657,2.236068,0
51.822115,0.076923,0.036333,17.124544,2.645751,1.732051,6.020797,1
26.61991,0.0181,0.007748,9.591663,1.414214,3,3.464102,1
37.57906,0.08547,0.077999,19.078784,2.5,4.242641,5.123475,1
16.302885,0.025641,0.019857,1.870829,3.316625,1.414214,1.732051,1
10.437607,0.063248,0.002679,3.774917,1.732051,2,3.162278,1
26.808858,0.156177,0.005002,5.522681,1.5,3,3,1
44.313187,0.355311,0.029599,9.327379,2,6.344289,5.385165,1
33.290865,0.016827,0.023696,6.576473,2.236068,3.391165,1.802776,1
2.854003,0.036107,0.070805,2.236068,1.414214,6.082763,1.732051,1
52.051282,0.071225,0.005677,7.81025,5.196152,4.242641,5.830952,1
69.576923,0.128205,0.018893,11.958261,2.44949,7.874008,6.708204,1
31.551282,0.173077,0.040499,9.354143,1.414214,4.153312,3.316625,1
20.566434,0.076923,0.039309,3.741657,1,4.242641,3.201562,1
25.139717,0.046049,0.032649,3.041381,1.224745,1.732051,3,1
127.142191,0.044289,0.042101,16.194135,9.810708,11.768602,9.233093,1
31.697115,0.046474,0.004287,3.316625,2,2.44949,2.44949,1
4.511218,0.120192,0.003595,1.414214,2.236068,3.24037,0,1
38.61991,0.268477,0.075543,7.141428,1.732051,4.123106,3.464102,1
0.566204,0.027743,0.042371,6.020797,1,1,1,1
46.456044,0.042125,0.007804,3,4.690416,6.164414,4.031129,1
9.177885,0.114984,0.012147,4.242641,2.236068,3.201562,2,1
31.179487,0.051282,0.029198,3,3.162278,3.741657,2.44949,1
22.910931,0.107287,0.004102,15.5,2.236068,4.690416,12.419742,1
16.384615,0.051282,0.020697,7.348469,1.414214,2.236068,2.44949,1
18.851282,0.076923,0.029789,3.605551,2.236068,4.41588,1,1
16.784615,0.099359,0.034744,7.5,5,5.408327,2.12132,1
15.606838,0.339744,0.003304,17.095321,1.414214,3.741657,2.236068,1
28.813187,0.053114,0.009305,3.464102,4.387482,3.316625,2.236068,1
43.167224,0.047938,0.043402,10.920165,3.774917,1.414214,2,1
40.255583,0.167907,0.038716,3.905125,3,5.09902,1.414214,1
5.842657,0.11655,0.021974,3.535534,2.291288,5.220153,2.5,1
44.538462,0.051282,0.005816,12.727922,2.44949,5.477226,4.358899,1
31.759615,0.068109,0.085593,20.273135,2.061553,1.118034,3.162278,1
52.279352,0.34278,0.037658,15.362291,7.141428,10.630146,7.745967,1
56.475524,0.034965,0.044678,7.088723,3.5,6.63325,4.5,1
36.444615,0.076923,0.046955,8.3666,1.414214,5.744563,4.242641,1
9.717949,0.040724,0.026784,3.316625,1.414214,5.196152,2,1
41.790865,0.088141,0.048394,6.324555,2.291288,4.153312,4.213075,1
1.900744,0.264682,0.036067,4.358899,1.414214,6.63325,1.414214,1
24.114345,0.049896,0.056536,5,1.414214,1.5,4.123106,1
45.172494,0.076923,0.035035,6.873864,2.236068,3.741657,2.44949,1
12.184615,0.082784,0.059565,0,1,3.464102,3.316625,1
68.651282,0.076923,0.029306,12.175796,6.164414,6.5,8.831761,1
4.180912,0.270655,0.054101,2.291288,1.414214,8.185353,3.162278,1
72.063187,0.061355,0.010658,9.924717,8.306624,3.774917,7.071068,1
28.867374,0.060566,0.001178,5,3.162278,3.741657,6.082763,1
9.219551,0.141026,0.027548,1.581139,1.414214,4.153312,1.5,1
33.006237,0.139293,0.000956,4.821825,2.692582,1.414214,3,1
5.545617,0.072153,0.061575,3.162278,1,2.44949,2,1
46.473504,0.010256,0.013601,7.826238,1.732051,2.061553,8.616844,1
10.680602,0.04738,0.027587,5.291503,1.414214,2.236068,1.802776,1
18.327473,0.188645,0.017216,8.124038,1.732051,6.63325,5,1
45.266968,0.047511,0.046846,11.135529,3,3.741657,1.414214,1
26.487179,0.051282,0.045088,3.162278,1.414214,7.141428,7,1
8.115385,0.181141,0.00222,2.236068,1.414214,6.184658,3.316625,1
16.07033,0.323077,0.039254,6.403124,1.414214,7.141428,2.645751,1
28.73007,0.043823,0.00941,13.076697,3,5.744563,2.44949,1
10.817048,0.025641,0.094138,17.066048,1.5,3.741657,1.5,1
0.1417,0.026991,0.029957,2.44949,1.732051,7.141428,3.162278,0
0.424908,0.053114,0.000912,2.236068,2,1.732051,1,1
41.654886,0.028413,0.006776,9.656604,4.242641,4.242641,8.440972,1
19.363782,0.05609,0.016415,3.640055,3.162278,4.123106,2.345208,1
55.991758,0.076923,0.043183,15.803481,3.041381,5.477226,6.480741,1
43.576105,0.076923,0.010388,7.745967,1.732051,4.123106,3.605551,1
59.313187,0.09707,0.072358,11.379807,5.612486,5.09902,7.549834,1
56.063187,0.061355,0.017762,7.842194,1.732051,9.513149,9.17878,1
16.316434,0.048368,0.003395,3.316625,3.162278,6.164414,0.5,1
23.034615,0.099359,0.012558,7.158911,9.013878,10.111874,2.44949,0
2.236352,0.111456,0.140403,7.017834,1.732051,8.124038,3,1
26.516691,0.039187,0.072948,4.358899,1,4.898979,6.264982,1
86.842495,0.091966,0.049839,9.273618,6.244998,3.354102,4.795832,1
83.187361,0.076497,0.065161,11.236103,6.800735,4.1833,6,1
89.867067,0.045455,0.072075,12.649111,4.242641,4.821825,4.272002,1
53.351675,0.124402,0.062188,8.185353,5.567764,2.236068,4.123106,1
83.050505,0.156566,0.024577,11.045361,7.937254,6.422616,7.28011,1
87.050505,0.128788,0.03175,7.566373,6.652067,5.678908,3.640055,1
113.333703,0.094235,0.050381,13.453624,6.63325,5.315073,5.744563,1
59.335227,0.045455,0.022745,4.272002,4.898979,7.228416,2.061553,1
84.537433,0.065062,0.066825,7.615773,6.244998,6.103278,4.242641,1
73.578283,0.156566,0.018922,9.055385,6.344289,5.024938,3.905125,1
127.460227,0.045455,0.039221,16.446884,6.164414,7.697402,8.306624,1
121.594949,0.134343,0.056398,19.085335,7.348469,7.433034,5.830952,1
84.348485,0.227273,0.054075,10.271319,6.184658,6.103278,3.872983,1
66.844156,0.426407,0.088676,7.81025,6.082763,2.645751,1.732051,1
77.866477,0.076705,0.035381,9.5,5.477226,6.576473,5.937171,1
108.30334,0.045455,0.129882,14.177447,7.549834,4.924429,6.082763,1
59.106061,0.119529,0.064754,8.185353,3.162278,5.678908,2.828427,1
41.58042,0.199301,0.040184,5.196152,5,1.118034,2.236068,1
79.606061,0.204545,0.018578,7.382412,6.244998,4.743416,3.872983,1
90.590909,0.045455,0.019768,11.916375,6.63325,5.024938,4.387482,1
86.017625,0.025046,0.091726,13.238202,6.964194,7.228416,4.582576,1
15.984848,0.075758,0.101179,4.924429,3.201562,3.122499,2.5,1
79.460227,0.024621,0.063365,12.206556,5.744563,7.762087,4.472136,1
115.668561,0.191288,0.055483,15.937377,9.486833,6.062178,6.78233,1
72.537433,0.339572,0.016466,9.746794,5.830952,5.678908,3.741657,1
111.723547,0.094635,0.101448,11.101802,6.63325,8.5,6.082763,1
64.701299,0.073593,0.066881,12.767145,3,2.872281,2.872281,1
120.335227,0.18608,0.071224,12.961481,6.480741,6.363961,7.348469,1
79.977855,0.031469,0.029879,13.228757,5.196152,5.220153,4.472136,1
88.246411,0.138756,0.054975,6.946222,6.164414,4.821825,7.5,1
94.772727,0.071096,0.03838,8.831761,6.244998,6.946222,4.472136,1
92.306061,0.045455,0.088866,13.892444,6.480741,4.66369,7.549834,1
94.372727,0.170455,0.093822,9.287088,4.472136,4.527693,5.338539,1
95.550505,0.406566,0.055773,7.826238,6.244998,5.315073,5.744563,1
82.344156,0.069264,0.049773,12.409674,3.354102,5.678908,5.567764,1
67.990119,0.045455,0.102479,5.315073,3.774917,7.697402,5.09902,1
70.90176,0.239003,0.020362,13.047988,4.690416,5.220153,6,1
117,0.045455,0.081051,15.475788,6.422616,4.636809,6.5,1
66.618881,0.071096,0.053261,5.656854,5,3.905125,2.645751,1
79.397727,0.139205,0.026515,9.110434,7.5,8.276473,5.830952,1
58.87799,0.413876,0.096735,6.78233,4.242641,3.640055,3.162278,1
54.681818,0.106061,0.014399,9.233093,4.5,2.872281,2.5,1
74.712727,0.045455,0.106033,7.874008,7,3.354102,3.464102,1
101.439394,0.08467,0.032293,12.206556,7.937254,4.5,5.477226,1
69.366477,0.017045,0.010683,10.099505,5.220153,4.743416,2.598076,1
109.256598,0.335777,0.023011,13.379088,6.855655,2.872281,6.324555,1
87.042998,0.072482,0.002541,10.816654,6.244998,7.449832,4.358899,1
65.984848,0.045455,0.024043,9.759611,5.477226,5.315073,5.477226,1
98.972727,0.068831,0.000488,15.427249,6.63325,5.678908,5,1
42.506061,0.045455,0.029771,7.088723,3,3.162278,3.162278,1
106.976431,0.341751,0.113178,14.186261,8.062258,4.5,5.291503,1
39.094156,0.00974,0.069735,6.964194,3.162278,5.244044,1.414214,1
82.289969,0.131661,0.060256,10.535654,4.795832,5.315073,4.358899,1
120.376894,0.212121,0.03153,16.046807,8.062258,5.787918,7.889867,1
78.151106,0.170762,0.058122,11.236103,4.821825,8.077747,3.872983,1
116.70296,0.001057,0.002497,13.416408,7.071068,6.422616,7.348469,1
64.683838,0.067677,0.072679,8.01561,5.830952,7.035624,3.640055,1
121.837945,0.023715,0.03149,12.727922,8.062258,7.566373,7.158911,1
92.82987,0.25974,0.076294,8.602325,5.830952,2.872281,4.582576,1
65.890374,0.074866,0.012232,5.477226,5.09902,5.315073,5.477226,1
84.670163,0.019814,0.013989,13.190906,6.244998,4.031129,5,1
119.272727,0.239003,0.061298,13.96424,8.062258,4.795832,5.744563,1
95.087013,0.354545,0.019824,9.433981,6.708204,4.031129,4.795832,1
82.427273,0.045455,0.068488,7.416198,4.690416,3.354102,4.472136,1
100.340295,0.045455,0.035061,8.5,8.13941,5.315073,8.01561,1
111.299043,0.098086,0.02912,14.628739,8.831761,4.031129,5.830952,1
111.582251,0.069264,0.059989,17.464249,5.91608,7.228416,7.549834,1
69.502457,0.099509,0.052302,6.5,3.605551,4.716991,3.905125,1
91.793561,0.024621,0.075493,12.134661,4.795832,5.678908,4.743416,1
55.165584,0.045455,0.015894,4.769696,4.609772,3.5,3.162278,0
67.581238,0.045455,0.069466,8.3666,5.830952,4.821825,3.605551,1
51.844156,0.025974,0.01328,4.949747,2.12132,5.220153,3,1
55.094156,0.061688,0.041316,7.905694,5.830952,3.354102,5.123475,1
94.840909,0.068182,0.062472,12.206556,4.795832,4.153312,6.652067,1
88.122727,0.170455,0.046519,9.604686,5.024938,5.147815,5.09902,1
113.393695,0.182551,0.19948,10.356158,7.348469,4.153312,5,1
84.640652,0.08319,0.132026,11.269428,7.071068,4.031129,3.041381,1
3.655133,0.028928,0.015322,2.5,1.5,2.061553,2.236068,1
3.024572,0.046512,0.022236,3.741657,2.236068,4.123106,4.031129,1
33.49082,0.032436,0.012349,3,1.414214,3.5,3.162278,1
3.79199,0.064599,0.025262,4.242641,2,5.09902,3.464102,1
0.20801,0.036822,0.018089,2.291288,1.118034,4.123106,2.291288,1
26.491208,0.044243,0.000542,4.795832,1,4.242641,1.414214,1
27.507267,0.093023,0.027095,10.781929,1.732051,6.082763,4.153312,1
2.305062,0.0342,0.016986,4.242641,0,5.196152,1.732051,0
13.264212,0.064599,0.068761,13.038405,2.061553,3.162278,3.041381,1
40.617733,0.046512,0.010618,7.314369,2.645751,6.324555,3.741657,1
34.752455,0.042377,0.006559,10.062306,1.732051,6.164414,2.236068,1
2.49401,0.135307,0.004236,1.581139,0.5,5.196152,1.414214,1
19.998339,0.334441,0.038837,3.605551,1.414214,2.692582,3.464102,1
8.976017,0.015262,0.014458,1.5,1,6.204837,2.5,1
21.460845,0.052207,0.080043,5,1.414214,2.236068,2,1
27.736434,0.055125,0.014915,3.316625,4.123106,5.291503,3.872983,1
45.262075,0.107335,0.009655,5.567764,1.414214,3.162278,4.690416,1
7.236434,0.156977,0.031261,3.391165,0,4.153312,1.414214,1
3.748414,0.093023,0.030071,3.464102,1,3.162278,1.118034,1
0.824869,0.06692,0.041887,5.123475,1.224745,6.082763,2.44949,1
102.827343,0.046512,0.051339,10.735455,8.616844,5.147815,7.228416,1
7.382267,0.067345,0.013526,3.316625,1.414214,7.211103,1,1
28.826066,0.099322,0.005644,6.928203,3.316625,4.301163,2.236068,1
14.305062,0.247606,0.066305,4.582576,1,3.605551,1.732051,1
24.881052,0.043843,0.051609,2.692582,1,7.28011,1.414214,1
22.141196,0.026024,0.017042,4.358899,3.464102,2.44949,2.291288,1
33.492733,0.094113,0.021385,4.242641,1.732051,4.5,2.645751,1
6.864639,0.072153,0.01996,4.358899,2.44949,4,1,1
1.403917,0.091187,0.005136,9.708244,1.732051,3.162278,10.259142,1
7.930233,0.067382,0.011459,2,0,5.385165,1,1
5.463566,0.093023,0.039027,4.795832,1.732051,3.082207,3.162278,1
7.530233,0.081977,0.043983,3.041381,4.123106,2.291288,1.581139,1
8.70801,0.323643,0.005934,11.101802,0,4.242641,1.414214,1
4.498339,0.069214,0.000066,3.741657,3.201562,4.123106,2.44949,1
18.852376,0.064038,0.05264,4.5,2.5,6.324555,1.732051,1
15.940735,0.147037,0.029477,5.315073,1.732051,2.828427,2.236068,1
30.157505,0.137421,0.031212,6.595453,1.802776,2.291288,2.061553,1
20.223614,0.067382,0.003422,6.78233,1.414214,2,2.44949,1
7.444767,0.047238,0.076355,14.177447,2.291288,7.158911,2.236068,1
27.964504,0.321909,0.046896,9.486833,6.244998,3.316625,5.567764,1
32.160677,0.032417,0.03544,3.640055,2.5,1.414214,2.872281,1
12.129767,0.093023,0.056194,2,1.414214,2.236068,2.236068,1
14.596899,0.024624,0.017546,3.316625,2,2.236068,1,1
17.476017,0.109012,0.039156,3.741657,1.118034,4.153312,2.397916,1
22.414104,0.243811,0.026829,4.582576,1.414214,1.414214,1.732051,1
0.200503,0.065996,0.047298,2.236068,0,6.184658,2.44949,1
20.857646,0.093023,0.025797,4.031129,1,4.242641,2.645751,1
12.130233,0.103654,0.050327,6.480741,1,5.09902,2,1
44.336434,0.093023,0.020068,7.632169,5.09902,1.118034,6.708204,1
20.133936,0.249785,0.063339,5.220153,2,1.732051,1.732051,1
47.748339,0.082226,0.019896,5.049752,7.141428,4.272002,5,1
4.552526,0.039695,0.010416,2.236068,2,4.242641,4.242641,1
33.534399,0.120155,0.018309,6.964194,2,3.640055,3.354102,1
8.691389,0.123193,0.008282,3.5,1.802776,7.071068,1.414214,1
29.860465,0.093023,0.052336,4.242641,1,5.09902,2.645751,1
22.158656,0.026357,0.022839,2.872281,1,6.020797,6.576473,1
34.99545,0.068251,0.018349,4.242641,2,5.567764,2.5,1
5.987375,0.167774,0.026455,2.44949,1,1.414214,3.162278,1
20.95212,0.063611,0.037608,5.09902,1.732051,4.242641,1,1
2.172332,0.072153,0.03585,5.09902,0,1,5.09902,1
32.430233,0.165041,0.011458,5,2,1.802776,2,1
8.244518,0.306977,0.030016,1,1.414214,1,1.414214,1
4.415222,0.064693,0.018649,7.141428,1.732051,2.236068,1,1
13.4978,0.046512,0.0849,11.236103,2.061553,4.242641,3.5,1
24.456548,0.040392,0.020719,5.477226,2.645751,1,2.236068,1
24.739756,0.069214,0.01015,8.544004,1.414214,6.082763,3.162278,1
17.340038,0.038969,0.002462,3.201562,3.162278,4.242641,6.422616,1
4.951066,0.07219,0.025654,3.354102,2,3.605551,1.224745,1
31.67691,0.093023,0.033945,9.473648,1.802776,3.464102,4.582576,1
19.261257,0.093023,0.019626,2.44949,1,4.123106,1.414214,1
34.998339,0.11794,0.063119,5.43139,4.527693,2.828427,5.477226,1
31.748339,0.082226,0.008524,2.12132,1,2.738613,7.158911,1
7.998414,0.069239,0.012633,3.316625,2,1.414214,2.291288,1
1.280233,0.078488,0.00332,2.5,8.01561,3.201562,1,1
26.5512,0.090585,0.149641,2.872281,1.732051,1.414214,1.414214,1
2.201843,0.055287,0.082186,2.645751,1,3.162278,4.153312,1
6.679705,0.04648,0.006915,1.5,3.041381,2.291288,6.103278,1
29.835687,0.054557,0.002972,4.387482,1.5,3.082207,2.645751,1
0.136856,0.086721,0.040584,3.041381,1.5,3.041381,1.732051,1
3.863144,0.058943,0.033411,3.807887,1.581139,2.061553,2.5,1
30.146341,0.073171,0.01478,2.872281,1.802776,2.291288,2.645751,1
23.852134,0.121951,0.042416,12.767145,2.5,4.031129,5.408327,1
1.350072,0.063128,0.001664,5.315073,1.5,3.201562,3.162278,1
9.609079,0.086721,0.084083,15.041609,1.224745,1.118034,5.123475,1
44.272866,0.038618,0.02594,5.408327,3.774917,4.272002,2.645751,1
38.407588,0.064499,0.008762,8.093207,2.5,4.153312,3.741657,1
1.161123,0.157428,0.011085,1.802776,1.732051,3.201562,2.236068,1
16.343206,0.356562,0.023515,5.220153,1.118034,2.12132,4.582576,1
5.320884,0.028201,0.029779,2.828427,2.291288,4.330127,0.5,1
25.115978,0.081135,0.064721,3.354102,2.061553,1.802776,1.732051,1
24.081301,0.049684,0.000406,3.774917,5.024938,3.640055,5.291503,1
41.606942,0.129456,0.024976,7.889867,2.061553,3.5,6.244998,1
3.581301,0.128049,0.046583,5.123475,1.5,2.345208,3,1
7.403548,0.121951,0.045392,1.118034,1.802776,1.118034,3.201562,1
2.830264,0.060727,0.026565,3.24037,0.5,4.031129,1.732051,1
99.17221,0.02439,0.036018,12.186058,9.354143,6.726812,8.440972,1
3.727134,0.059451,0.001796,1.118034,1.802776,5.220153,2,1
32.481199,0.121443,0.009678,4.924429,3.041381,2.291288,1.414214,1
10.649928,0.269727,0.081626,4.153312,1.118034,1.802776,3.162278,1
28.536186,0.072771,0.036288,3,1.802776,5.220153,1.732051,1
18.486063,0.002904,0.001721,2.061553,4.387482,1.802776,3.354102,1
37.147866,0.116235,0.006063,2.692582,3.041381,2.54951,3.162278,1
3.209506,0.050031,0.035281,3.201562,2.291288,2.061553,2,1
5.05905,0.062259,0.010185,11.29159,2.5,1.5,12.216792,1
11.585366,0.09631,0.02678,3.041381,1.5,3.354102,2,1
9.118699,0.121951,0.023705,3.774917,1.118034,1.118034,1.732051,1
11.185366,0.10061,0.028661,3.391165,5.220153,1,1.581139,1
12.363144,0.336721,0.009388,13,1.5,2.291288,2.645751,1
0.843206,0.098142,0.015388,1.5,4.062019,2.061553,1,1
15.197243,0.092966,0.037318,6.708204,3.316625,4.272002,1.414214,1
12.285602,0.169158,0.044799,3.872983,2.291288,1.5,0,1
33.812639,0.115299,0.01589,4.821825,2.738613,0.707107,3.354102,1
16.56848,0.09631,0.0119,8.440972,2.061553,0.5,3.605551,1
3.789634,0.06936,0.091676,16.101242,1.224745,5.09902,3.741657,1
24.309371,0.344031,0.031575,11.146748,7.088723,5.315073,7.348469,1
28.505543,0.061345,0.050762,3.464102,2.44949,1.5,3.640055,1
8.474634,0.121951,0.040872,4.272002,1.802776,1.118034,4,1
18.252033,0.014825,0.032867,1.118034,1.5,0.5,2.44949,1
13.820884,0.08689,0.054477,3.354102,2.12132,2.345208,3.427827,1
26.069237,0.265932,0.04215,3.354102,1.802776,1.5,2,1
3.855636,0.094924,0.062619,2.291288,1.5,4.123106,4.123106,1
17.202513,0.121951,0.041118,4.062019,2.291288,2.291288,1.414214,1
15.785366,0.081533,0.065649,4.387482,1.802776,3.201562,3.316625,1
40.681301,0.121951,0.035389,8.276473,6.020797,1.224745,8.3666,1
23.78907,0.271906,0.048017,3.082207,2.291288,3.201562,3.464102,1
44.093206,0.086237,0.004574,6.30476,8.077747,2.345208,6.480741,1
0.897393,0.061817,0.004905,1.5,3.201562,2.291288,6.082763,1
37.189533,0.142276,0.033631,5.123475,2.291288,1.870829,2.291288,1
5.036256,0.094265,0.007039,2.645751,2.12132,5.024938,2.236068,1
33.515598,0.07544,0.067658,2.872281,1.118034,3.041381,3.162278,1
18.503523,0.055285,0.007518,4,1.118034,4,8.261356,1
38.650583,0.056734,0.033671,3.5,2.291288,3.640055,2.872281,1
9.642509,0.189895,0.011133,4.031129,1.118034,1.5,5.196152,1
17.296987,0.092539,0.052929,6.873864,2.872281,2.291288,1.414214,1
1.482802,0.09631,0.051172,3.354102,1.5,2.061553,7.141428,1
36.085366,0.169158,0.003863,2.872281,2.291288,1.581139,3.872983,1
11.899652,0.278049,0.045337,2.291288,0.5,2.061553,2.236068,1
0.760089,0.042572,0.003327,9.17878,2.291288,1.118034,2,1
17.152933,0.067897,0.100221,13.038405,1.870829,2.291288,2.291288,1
28.111682,0.06932,0.036041,3.774917,2.5,2.061553,3.741657,1
28.39489,0.098142,0.005171,6.576473,2.5,4.031129,1.732051,1
13.684904,0.067897,0.012859,5.477226,4.031129,2.5,8.13941,1
8.606199,0.101118,0.010332,2.345208,3.201562,1.802776,2.12132,1
28.021777,0.121951,0.049266,11.55422,2.44949,2.291288,6.164414,1
15.606124,0.121951,0.004305,3.5,1.118034,2.291288,3.316625,1
31.343206,0.095819,0.078441,7.017834,4.821825,1.5,7.141428,1
28.093206,0.060105,0.023845,3.5,1.118034,4.387482,9.013878,1
11.653548,0.047118,0.002689,1.118034,3.201562,1.118034,1.118034,1
4.935366,0.10061,0.018642,3.162278,9.082951,5.049752,2.44949,1
30.206334,0.112707,0.13432,3.535534,2.5,3.041381,3.316625,1
1.45329,0.084215,0.066865,1.118034,1.118034,1.5,6.020797,1
36.515392,0.078947,0.009887,5.567764,2.236068,2.872281,6.020797,1
