@relation Train

@attribute MeanSentenceLengthFeature numeric
@attribute StopWordsPercentagesFeature numeric
@attribute UniqueWordsPercentages numeric
@attribute PostagNoun numeric
@attribute PostagAdjective numeric
@attribute PostagVerb numeric
@attribute PostagConjunction numeric
@attribute 'Train Feature' numeric

@data
14.685714,1.742857,0.0539,1,3,10,1,1
13.559524,1.619048,0.028376,2,1.414214,10,1,1
44.055195,1.407792,0.077347,5,2.236068,10,1,1
3.253106,1.397516,0.029007,2,1.414214,10,1,1
13.107143,1.5,0.014829,1,1,10,0,1
156.964286,3.714286,0.089839,2,1.414214,10,1,1
48.81044,2.565934,0.030943,2,2,10,0,1
4.343407,1.456044,0.02447,2,2.44949,10,1,1
40.746894,1.57764,0.084326,2,4.123106,10,0,1
23.690092,1.536866,0.061445,3,4.123106,10,0,1
74.75,2.642857,0.08479,2,4.123106,10,0,1
84.603175,1.892857,0.007847,3,5.09902,10,2,1
12.364072,1.208955,0.039404,2,1.414214,10,1,1
13.735714,1.671429,0.005937,1,1.414214,10,1.414214,1
104.656593,1.423077,0.021308,1,1,10,1,1
29.399068,1.748447,0.030307,2,1.414214,10,0,1
6.839286,2.084821,0.001921,1,2.236068,10,0,1
178.892857,2.017857,0.139964,4,3.162278,10,0,1
68.514286,1.707143,0.037464,2,3.162278,10,0,1
8.535714,1.285714,0.043412,1,2,10,1,1
38.098214,1.303571,0.042592,1,1.414214,10,1.414214,1
53.985714,1.203571,0.103521,2,2.236068,10,1,1
14.1367,1.401478,0.045472,4,3.162278,10,1,1
108.00974,2.538961,0.009359,5,1,10,1,1
127.107143,2.928571,0.010771,2,2.236068,10,0,1
140.939895,1.716028,0.160065,2,1,10,1,1
140.179972,1.701681,0.187672,1,1.414214,10,1,1
17.035714,1.5,0.08622,1,1.414214,10,1,1
58.013466,1.812646,0.096022,2,2,10,0,1
13.242063,1.230159,0.021193,1,2,10,1,1
14.369048,1.095238,0.048011,0,1,10,1,1
21.776786,1.767857,0.049361,0,1,10,1,1
26.034461,1.766917,0.10255,2,0.5,10,1,1
54.276786,1.223214,0.010961,2,1,10,1,1
83.455514,1.278195,0.188722,2,1.414214,10,0,1
19.652736,1.171733,0.008831,3,1.414214,10,1,1
9.202381,1.660714,0.005589,3,2,10,0,1
54.814286,1.357143,0.010091,0,1.414214,10,1,1
43.044286,1.511429,0.029347,2,4.123106,10,0,1
153.602217,3.086207,0.145166,3,1,10,1,1
61.190092,1.516129,0.031736,2,1,10,0,1
77.831169,1.090909,0.106513,1,1.414214,10,2,1
21.623377,1.126623,0.021995,3,1.414214,10,0,1
51.964286,2.120301,0.013094,2,1,10,1,1
86.61646,1.888199,0.062122,2,1.414214,10,0,1
107.064286,1.792857,0.015133,1,1.414214,10,1,1
125.877329,2.152174,0.10058,2,1,10,1,1
29.14441,1.409938,0.002408,2,3,10,1,1
4.303258,1.601504,0.149789,2,1.414214,10,0,1
23.105044,0.983991,0.027204,0,2.236068,10,0,1
17.805986,1.407637,0.135716,1,1,10,1,1
23.741682,1.117967,0.038553,0,3,10,1,1
30.667544,1.382456,0.104236,0,5,10,1,1
2.422306,0.974937,0.02196,1,1.414214,10,1,0
28.073365,0.94673,0.027011,4,1,10,1,1
19.234935,1.24714,0.079343,1,3.162278,10,1,1
2.874687,1.412281,0.065165,0,3,10,0,1
140.982456,2.857143,0.140175,1,1.414214,10,1,1
32.82861,2.195682,0.081279,1,0,10,0,1
20.325236,1.165317,0.025866,1,1.414214,10,1,1
24.765065,1.086957,0.03399,1,2.236068,10,0,1
7.708263,0.92841,0.011109,2,2.236068,10,0,1
58.76817,1.860902,0.135126,1,2.236068,10,0,1
68.621345,0.960526,0.042489,2,3.162278,10,2,1
28.345902,1.128044,0.010931,1,1.414214,10,1,1
29.717544,1.547368,0.044399,0,3.162278,10,1.414214,1
88.674764,1.198381,0.071644,0,3,10,1,1
13.417239,1.286041,0.080643,1,3.162278,10,0,1
9.142544,1.121162,0.048415,0,1,10,0,1
162.911028,1.517231,0.089628,3,1.414214,10,0,1
52.532456,1.446491,0.0878,1,5.09902,10,0,1
7.446115,0.964912,0.093748,0,4,10,1,1
54.080044,1.107456,0.092928,0,1.414214,10,1.414214,1
69.967544,0.907456,0.153857,1,4.123106,10,1,1
1.84513,0.978221,0.004864,3,1.414214,10,1,1
92.027911,1.558214,0.040977,4,2.236068,10,1,1
111.125313,2.537594,0.039565,1,1,10,0,1
124.958066,1.275995,0.109729,1,1,10,1,1
124.198142,1.285862,0.137336,0,1.414214,10,1,1
33.017544,1.087719,0.136556,0,3.162278,10,1,1
42.031636,1.143227,0.045686,1,0,10,0,1
2.739766,1.02924,0.071529,0,4,10,1,1
30.350877,0.81203,0.098347,1,3,10,1,1
5.794956,1.199561,0.099697,1,2.236068,10,1,1
10.052632,0.912281,0.052214,1,2.061553,10,1,1
38.294956,1.099781,0.039375,1,2.236068,10,1,1
67.473684,0.912281,0.138386,1,1.414214,10,0,1
35.634565,1.045166,0.059167,2,2.44949,10,1,1
25.184211,1.390351,0.055925,2,0,10,0,1
38.832456,1.277193,0.060427,1,3.162278,10,1,1
27.062456,0.641053,0.020989,1,2.236068,10,0,1
137.620387,2.15971,0.09483,2,1,10,1,1
45.208263,1.341256,0.0186,1,3,10,0,1
93.812998,1.091707,0.156848,0,1.414214,10,2,1
5.641547,1.089713,0.028341,2,1.414214,10,0,1
35.982456,2,0.06343,1,2.236068,10,1,1
70.63463,1.182304,0.011786,1,1.414214,10,0,1
91.082456,1.725439,0.065469,0,1.414214,10,1,1
109.8955,1.273074,0.050244,1,1,10,1,1
45.12624,0.902365,0.052744,1,1,10,1,1
18.801786,1.923214,0.176993,2,3,10,0,1
22.109244,1.89916,0.014073,3,1,10,1,1
19.438424,1.699507,0.111237,2,2.236068,10,1,1
26.364286,1.785714,0.045553,2,4.123106,10,1,1
1.880952,2,0.12783,1,0,10,1,1
32.376623,1.976623,0.1768,2,1,10,1,1
14.931677,1.968944,0.070447,1,2,10,1,1
1.428571,1.642857,0.084624,2,2.236068,10,0,1
145.285714,3.285714,0.009614,1,1.414214,10,1,1
37.131868,2.494505,0.068511,1,1.414214,10,0,1
16.021978,2.093407,0.123924,1,1.414214,10,1,1
29.068323,1.677019,0.183779,1,3,10,0,1
12.011521,1.596774,0.160898,0,3,10,0,1
63.071429,2.785714,0.014663,1,3,10,0,1
72.924603,1.869048,0.1073,0,4,10,2,1
24.042644,1.637527,0.138858,1,0,10,1,1
25.414286,2.085714,0.105391,2,2.44949,10,1.414214,1
92.978022,1.615385,0.078146,2,2.236068,10,1,1
17.720497,2.043478,0.069146,1,2,10,0,1
4.839286,2.084821,0.101375,2,1,10,0,1
167.214286,1.910714,0.239418,1,2,10,0,1
56.835714,2.135714,0.061989,1,4,10,0,1
3.142857,1.809524,0.056041,2,3.162278,10,1,1
49.776786,1.375,0.056861,2,0,10,1.414214,1
65.664286,1.703571,0.004068,1,3,10,1,1
2.458128,1.665025,0.144926,1,2,10,1,1
96.331169,2.090909,0.108812,2,1,10,1,1
115.428571,3.357143,0.110224,1,1,10,0,1
129.261324,1.623693,0.259519,1,1,10,1,1
128.501401,1.663866,0.287125,2,0,10,1,1
28.714286,1.809524,0.013234,2,2,10,1,1
46.334895,1.925059,0.195475,1,1.414214,10,0,1
1.563492,1.650794,0.07826,2,3.162278,10,1,1
26.047619,1.809524,0.051442,3,2.236068,10,1,1
10.098214,1.303571,0.050093,3,1,10,1,1
14.35589,1.879699,0.202004,1,1.5,10,1,1
42.598214,1.741071,0.110414,1,1,10,1,1
71.776942,1.288221,0.288175,1,0,10,0,1
31.331307,1.428571,0.090622,0,1.414214,10,1,1
20.880952,1.886905,0.093864,0,1.414214,10,0,1
43.135714,1.928571,0.089363,3,2,10,1,1
31.365714,1.688571,0.128801,1,3,10,0,1
141.923645,2.694581,0.24462,0,1,10,1,1
49.511521,1.557604,0.13119,1,2.236068,10,0,1
89.50974,1.337662,0.007059,2,0,10,2,1
9.944805,1.678571,0.121449,0,0,10,0,1
40.285714,2.263158,0.08636,1,1,10,1,1
74.937888,2.142857,0.161575,1,0,10,0,1
95.385714,2.635714,0.08432,2,0,10,1,1
114.198758,2.229814,0.200034,1,1,10,1,1
40.822981,1.689441,0.097046,1,2.236068,10,1,1
40.911029,1.293382,0.16292,1,3.162278,10,1,1
0.636638,1.251293,0.065757,0,5.09902,10,1,1
7.5625,1.3625,0.13144,0,7.071068,10,1,1
20.682738,1.174405,0.049164,1,3,10,1,1
51.178409,1.105682,0.000193,4,2,10,1,0
3.870109,1.100543,0.106547,1,5,10,1,1
20.230357,1.6125,0.092369,0,5.09902,10,0,1
164.0875,2.880357,0.167379,1,3.316625,10,1,1
55.933654,2.268269,0.108483,1,2.236068,10,0,1
2.779808,1.222115,0.05307,1,2.236068,10,1,1
47.870109,1.208152,0.006786,1,0,10,0,1
30.813306,1.113306,0.016095,2,0,10,0,1
81.873214,2.180357,0.162331,1,0,10,0,1
91.726389,1.070833,0.069693,2,1,10,2,1
5.240858,1.1875,0.038136,1,3,10,1,1
6.6125,1.4375,0.071603,0,5.196152,10,1.414214,1
111.779808,1.231731,0.098848,0,5.09902,10,1,1
36.522283,1.339674,0.107847,1,5,10,0,1
13.9625,1.51875,0.075619,0,2,10,0,1
186.016071,1.7375,0.062424,3,1,10,0,1
75.6375,1.3375,0.115004,1,7,10,0,1
15.658929,1.114881,0.120952,0,6.082763,10,1,1
30.975,1.0875,0.120132,0,3,10,1.414214,1
46.8625,1.0125,0.181061,1,6,10,1,1
21.259914,0.879741,0.032068,3,1,10,1,0
115.132955,1.719318,0.068181,4,4,10,1,1
134.230357,2.491071,0.066769,1,2,10,0,1
148.06311,1.610671,0.082525,1,3.162278,10,1,1
147.303186,1.471324,0.110132,0,3,10,1,1
9.9125,1.052976,0.16376,0,5,10,1,1
65.13668,1.469877,0.018481,1,2.236068,10,0,1
20.365278,0.965278,0.098733,0,6.082763,10,1,1
7.245833,0.932738,0.125551,1,5.09902,10,1,1
28.9,1.5625,0.126901,1,4,10,1,1
33.157675,1.01557,0.02501,1,4.153312,10,1,1
61.4,1.05,0.066579,1,4,10,1,1
90.578728,1.328289,0.111182,1,3,10,0,1
12.529521,1.1625,0.086372,2,4.123106,10,1,1
2.079167,1.1625,0.083129,2,2.236068,10,0,1
61.9375,1.1375,0.087631,1,5,10,1,1
50.1675,0.8375,0.048193,1,0,10,0,1
160.725431,2.346121,0.067626,2,3.162278,10,1,1
68.313306,1.307661,0.045804,1,5.09902,10,0,1
70.707955,1.176136,0.184053,0,3,10,2,1
28.746591,1.119318,0.055545,2,3,10,0,1
59.0875,1.880921,0.090634,1,4,10,1,1
93.739674,1.392935,0.015418,1,3,10,0,1
114.1875,1.6375,0.092673,0,3,10,1,1
133.000543,1.465761,0.02304,1,3.162278,10,1,1
22.021196,0.7375,0.079948,1,1.414214,10,1,1
41.547667,1.237323,0.097164,1,2,10,0,1
48.473529,1.358824,0.03148,1,4,10,0,1
20.228291,2.039216,0.113757,2,1,10,2,1
10.26738,1.632086,0.162727,5,1.414214,10,2,1
37.040921,1.557545,0.056374,2,2.236068,10,0,1
20.680672,1.466387,0.070551,1,2,10,1,1
123.176471,2.907563,0.004459,2,1,10,0,1
15.022624,2.384615,0.054438,2,1,10,1,1
38.131222,1.156109,0.109851,2,1.732051,10,0,1
6.959079,1.805627,0.169706,2,3.162278,10,1,1
10.097723,1.475332,0.146825,3,3.162278,10,1,1
40.962185,2.289916,0.00059,2,3.162278,10,1,1
50.815359,1.23366,0.093228,3,4.123106,10,3,1
46.151888,1.032485,0.124785,2,1,10,0,1
47.523529,1.758824,0.091318,1,2.236068,10,2.236068,1
70.868778,1.040724,0.064073,1,2,10,0,1
4.388747,1.836317,0.055073,2,2.236068,10,1,1
26.948529,1.869485,0.087302,1,1.414214,10,1,1
145.105042,1.421218,0.225345,4,2.236068,10,1,1
34.726471,1.091176,0.047916,2,4.123106,10,1,1
25.252101,1.201681,0.041968,1,3,10,0,1
71.886029,1.566176,0.042788,1,1,10,2.236068,1
87.773529,1.166176,0.018141,2,3.162278,10,0,1
19.651116,1.133874,0.130853,4,2.236068,10,2,1
74.221925,2,0.094739,5,1.414214,10,0,1
93.319328,2.970588,0.096151,2,1.414214,10,1,1
107.15208,1.360115,0.245446,2,0,10,2,1
106.392157,1.333333,0.273052,1,1,10,0,1
50.823529,1.439776,0.000839,1,2.236068,10,0,1
24.225651,2.047252,0.181402,2,1,10,1,1
20.545752,0.836601,0.064187,1,3,10,0,1
48.156863,1.29972,0.037369,0,2,10,0,1
12.011029,1.227941,0.03602,0,1.414214,10,0,1
7.753354,1.618163,0.187931,2,1.118034,10,1.414214,1
20.488971,1.025735,0.096341,2,1.414214,10,2,1
49.667699,1.174407,0.274102,2,1,10,1,1
53.440551,1.058824,0.076549,3,1.732051,10,0,1
42.990196,1.379902,0.079791,3,1,10,1,1
21.026471,0.852941,0.07529,0,2.236068,10,0,1
9.256471,1.325882,0.114728,2,3.162278,10,1,1
119.814402,2.904665,0.230547,3,0,10,2,1
27.402277,1.134725,0.117117,2,2,10,1,1
111.618984,0.92246,0.021132,1,1,10,1,1
12.164439,0.891711,0.107376,3,1,10,1,1
18.176471,1.944272,0.072287,2,1.414214,10,2,1
52.828645,2.079284,0.147502,2,1,10,1,1
73.276471,2.055882,0.070247,1,1,10,0,1
92.089514,2.13555,0.185961,2,0,10,2,1
62.932225,1.289003,0.082973,2,2,10,2,1
6.925862,1.251724,0.065683,0,2,10,0,1
21.319376,1.778325,0.016593,1,2.236068,10,2,1
51.815047,1.305329,0.065564,4,3.162278,10,2,1
4.506747,1.14093,0.04079,1,1,10,0,1
20.866995,1.337438,0.026612,0,0,10,1,1
164.724138,3.280788,0.101622,1,2.236068,10,0,1
56.570292,2.384615,0.042726,1,3,10,1,1
3.416446,1.107427,0.012687,1,3.316625,10,0,0
48.506747,1.65967,0.072543,1,5.09902,10,1,1
31.449944,1.429922,0.049662,2,5.09902,10,1,1
82.509852,2.362069,0.096574,1,5.09902,10,1,1
92.363027,1.692529,0.003936,2,6.082763,10,3,1
4.60422,0.900669,0.027621,1,2.236068,10,0,1
5.975862,1.413793,0.005846,0,1,10,2.236068,1
112.416446,1.267905,0.033091,0,0,10,0,1
37.158921,1.721139,0.04209,1,1,10,1,1
14.599138,1.731681,0.009862,0,3.162278,10,1,1
186.652709,1.82697,0.128181,3,4.123106,10,1,1
76.274138,1.532759,0.049247,1,2.236068,10,1,1
16.295567,0.704433,0.055195,0,1,10,0,1
30.338362,0.982759,0.054375,0,2.236068,10,2.236068,1
46.225862,0.707759,0.115304,1,1.414214,10,0,1
21.896552,1.068966,0.033689,3,4.123106,10,2,1
115.769592,2.206897,0.002424,4,1.414214,10,0,1
134.866995,2.864532,0.001012,1,3.162278,10,1,1
148.699748,1.56434,0.148282,1,2,10,2,1
147.939824,1.580798,0.175889,0,2.236068,10,0,1
9.275862,1.106732,0.098003,0,1,10,0,1
65.773318,1.702092,0.084238,1,3,10,1,1
21.001916,0.969349,0.032976,0,1,10,0,1
6.609195,0.942529,0.059794,1,0,10,0,1
29.536638,1.357759,0.061144,1,1.414214,10,0,1
33.794313,1.507562,0.090767,1,1.118034,10,1.414214,1
62.036638,1.032328,0.000822,1,1.414214,10,2,1
91.215366,1.046582,0.176939,1,2.236068,10,1,1
11.892883,0.88628,0.020615,2,1.732051,10,0,1
1.442529,1.275862,0.017372,2,3,10,1,1
62.574138,1.082759,0.021874,1,1,10,0,1
50.804138,1.306897,0.017564,1,5.09902,10,1,1
161.362069,2.896552,0.133383,2,2,10,2,1
68.949944,1.196885,0.019953,1,0,10,1,1
70.071317,0.918495,0.118296,0,2.236068,10,1,1
29.383229,0.960031,0.010212,2,2.236068,10,1,1
59.724138,1.68784,0.024877,1,1.414214,10,2,1
94.376312,1.964018,0.050339,1,2.236068,10,1,1
114.824138,1.856897,0.026916,0,2.236068,10,0,1
133.637181,2.043478,0.088797,1,2,10,2,1
21.384558,1.076462,0.014191,1,4,10,2,1
28.245238,1.690476,0.082276,1,4.123106,10,2,1
58.740909,1.654545,0.131247,4,5.09902,10,2,1
11.432609,1.126087,0.024894,1,2.236068,10,0,1
27.792857,1.428571,0.039071,0,2,10,1,1
171.65,2.542857,0.035939,1,4.123106,10,0,1
63.496154,2.284615,0.022958,1,5,10,1,1
10.342308,1.561538,0.07837,1,5.196152,10,0,1
55.432609,1.713043,0.138226,1,7.071068,10,1,1
38.375806,1.577419,0.115345,2,7.071068,10,1,1
89.435714,2.457143,0.03089,1,7.071068,10,1,1
99.288889,1.405556,0.061747,2,8.062258,10,3,1
2.321642,1.077612,0.093305,1,4.123106,10,0,1
0.95,1,0.059837,0,2.236068,10,2.236068,1
119.342308,1.269231,0.032593,0,2,10,0,1
44.084783,1.53913,0.023593,1,2.236068,10,1,1
21.525,1.89375,0.055821,0,5.09902,10,1,0
193.578571,1.782143,0.193864,3,6.082763,10,1,1
83.2,1.35,0.016436,1,1,10,1,1
23.221429,1.133333,0.010488,0,1,10,0,1
23.4125,1.0375,0.011308,0,4.123106,10,2.236068,1
39.3,1.075,0.049621,1,1.414214,10,0,1
28.822414,1.465517,0.099372,3,6.082763,10,2,1
122.695455,2.127273,0.063259,4,3.162278,10,0,1
141.792857,2.771429,0.064671,1,5.09902,10,1,1
155.62561,1.770732,0.213965,1,4,10,2,1
154.865686,1.698039,0.241572,0,4.123106,10,0,1
2.35,0.671429,0.03232,0,2.236068,10,0,1
72.69918,1.596721,0.149922,1,5,10,1,1
27.927778,1.044444,0.032707,0,1,10,0,1
0.316667,1.366667,0.005889,1,2,10,0,1
36.4625,1.65,0.004539,1,3.162278,10,0,1
40.720175,1.708772,0.15645,1,3.041381,10,1.414214,1
68.9625,1.0375,0.064861,1,3.162278,10,2,1
98.141228,1.231579,0.242622,1,4.123106,10,1,1
4.967021,0.757447,0.045069,2,3.316625,10,0,1
5.483333,1.266667,0.048311,2,5,10,1,1
69.5,1.3,0.043809,1,2.236068,10,0,1
57.73,1.32,0.083248,1,7.071068,10,1,1
168.287931,2.448276,0.199066,2,4,10,2,1
75.875806,1.374194,0.085637,1,2,10,1,1
63.145455,0.790909,0.052612,0,4.123106,10,1,1
36.309091,1.077273,0.075895,2,4.123106,10,1,1
66.65,1.778947,0.040806,1,3.162278,10,2,1
101.302174,1.852174,0.116022,1,4.123106,10,1,1
121.75,1.55,0.038767,0,4.123106,10,0,1
140.563043,1.695652,0.15448,1,4,10,2,1
14.458696,0.878261,0.051492,1,6,10,2,1
30.495671,1.394805,0.048971,3,1,10,0,1
16.812629,1.480331,0.057383,0,2,10,2,1
0.452381,1.97619,0.043205,1,2.236068,10,1,1
143.404762,2.809524,0.118215,0,1.414214,10,2,1
35.250916,2.054945,0.059319,0,1.414214,10,1,1
17.90293,1.415751,0.003906,0,1.414214,10,2,1
27.187371,1.23913,0.05595,0,3,10,1,1
10.130568,1.455453,0.033069,1,3,10,1,1
61.190476,2.071429,0.113167,0,3,10,1,1
71.043651,1.146825,0.020529,1,4,10,1,1
25.923596,1.66027,0.011028,0,0,10,2,1
27.295238,1.828571,0.022439,1,2.44949,10,1,1
91.09707,1.344322,0.049684,1,2.236068,10,2,1
15.839545,1.068323,0.058683,0,2,10,1,1
6.720238,1.438988,0.026455,1,1,10,1,1
165.333333,1.565476,0.111588,2,2,10,1,1
54.954762,1.516667,0.06584,0,4,10,1,1
5.02381,1.666667,0.071788,1,3.162278,10,2,1
51.657738,1.508929,0.070968,1,0,10,1,1
67.545238,1.636905,0.131897,0,3,10,2,1
0.577176,1.298851,0.017096,2,2,10,0,1
94.450216,1.506494,0.019018,3,1,10,2,1
113.547619,2.5,0.017605,0,1,10,1,1
127.380372,1.450639,0.131689,0,1,10,0,1
126.620448,1.408964,0.159296,1,0,10,2,1
30.595238,1.333333,0.114596,1,2,10,2,1
44.453942,1.195941,0.067645,0,1.414214,10,1,1
0.31746,1.412698,0.049569,1,3.162278,10,2,1
27.928571,1.238095,0.076388,2,2.236068,10,2,1
8.217262,1.821429,0.077737,2,1,10,2,1
12.474937,1.082707,0.074174,0,1.5,10,1.414214,1
40.717262,1.431548,0.017415,0,1,10,0,1
69.89599,1.298246,0.160346,0,0,10,1,1
33.212259,1.601824,0.037208,1,1.414214,10,2,1
22.761905,1.72619,0.033965,1,1.414214,10,1,1
41.254762,1.580952,0.038467,2,2,10,2,1
29.484762,0.949524,0.000971,0,3,10,1,1
140.042693,2.031199,0.11679,1,1,10,0,1
47.630568,1.843318,0.00336,0,2.236068,10,1,1
91.390693,1.675325,0.134889,1,0,10,3,1
8.063853,1.561688,0.006381,1,0,10,1,1
38.404762,2.155388,0.04147,0,1,10,0,1
73.056936,1.331263,0.033746,0,0,10,1,1
93.504762,1.730952,0.043509,1,0,10,2,1
112.317805,1.26087,0.072204,0,1,10,0,1
42.703934,1.298137,0.030784,0,2.236068,10,0,1
47.3083,1.393676,0.106354,3,3,10,2,1
30.948052,1.736364,0.092176,4,3.162278,10,1,1
112.909091,3.32987,0.167186,3,1.732051,10,2,1
4.755245,2.113287,0.10829,3,1,10,1,1
48.398601,1.190909,0.052877,3,1,10,2,1
3.3083,1.262846,0.006979,3,2,10,1,1
20.365103,1.264223,0.015902,2,2,10,1,1
30.694805,2.281818,0.162138,3,2,10,1,1
40.54798,1.320707,0.0695,2,3,10,1,1
56.419267,1.318318,0.037943,3,1,10,2,1
57.790909,1.718182,0.07141,4,3.316625,10,1,1
60.601399,1.423776,0.098655,4,3.162278,10,2,1
14.656126,1.304348,0.107654,3,3,10,1,1
37.215909,1.390341,0.075426,4,0,10,1,1
134.837662,1.882143,0.062617,1,1,10,1,1
24.459091,1.668182,0.114811,3,5,10,1,1
35.519481,1.230303,0.120759,4,4.123106,10,2,1
82.153409,1.023864,0.119939,4,1,10,1,1
98.040909,1.238636,0.180868,3,4,10,2,1
29.918495,1.324765,0.031875,1,1,10,0,0
63.954545,1.945455,0.067988,0,2,10,2,1
83.051948,2.531169,0.066576,3,0,10,1,1
96.884701,1.751663,0.082718,3,1.414214,10,0,1
96.124777,1.749733,0.110325,4,1,10,2,1
61.090909,1.309091,0.163567,4,3,10,2,1
13.958271,1.305216,0.018675,3,1,10,1,1
30.813131,1.389899,0.09854,4,4.123106,10,2,1
58.424242,1.149784,0.125358,5,3.162278,10,2,1
22.278409,1.727273,0.126708,5,2,10,2,1
18.020734,1.272089,0.025203,3,2.291288,10,1.414214,1
10.221591,1.278409,0.066386,3,2,10,0,1
39.400319,1.450718,0.111375,3,1,10,1,1
63.70793,1.405803,0.086178,2,2.236068,10,2,1
53.257576,1.440152,0.082936,2,1,10,1,1
10.759091,1.563636,0.087438,5,3,10,2,1
1.010909,1.016364,0.048,3,2,10,1,1
109.547022,2.471473,0.067819,2,1.414214,10,0,1
17.134897,1.400587,0.045611,3,3.162278,10,1,1
121.886364,1.436364,0.18386,4,1,10,3,1
22.431818,1.413636,0.055352,2,1,10,1,1
7.909091,1.961722,0.090441,3,2,10,0,1
42.561265,1.581028,0.015225,3,1,10,1,1
63.009091,1.804545,0.09248,4,1,10,2,1
81.822134,1.856917,0.023233,3,1.414214,10,0,1
73.199605,1.039526,0.079755,3,1.414214,10,0,1
16.360248,1.468944,0.014177,1,1,10,1,1
160.217391,2.925466,0.060832,0,2.44949,10,0,1
52.063545,2.448161,0.001936,0,3.162278,10,1,1
1.090301,1.479933,0.053477,0,3.162278,10,0,1
44,1.391304,0.113333,0,5,10,1,1
26.943198,1.432679,0.090452,1,5,10,1,1
78.003106,2.139752,0.055784,0,5,10,1,1
87.85628,1.513285,0.036854,1,6,10,3,1
9.110967,1.179104,0.068411,0,2,10,0,1
10.482609,1.526087,0.034944,1,1.414214,10,2.236068,1
107.909699,1.441472,0.007699,1,1,10,0,1
32.652174,1.608696,0.001301,0,0,10,1,1
10.092391,1.623641,0.030928,1,3,10,1,1
182.145963,2.027174,0.168971,2,4,10,1,1
71.767391,1.676087,0.008457,0,2,10,1,1
11.78882,1.238095,0.014405,1,1.414214,10,0,1
34.845109,1.086957,0.013586,1,2,10,2.236068,1
50.732609,1.248913,0.074514,0,1,10,0,1
17.389805,1.395802,0.074479,2,4,10,2,1
111.262846,2.051383,0.038365,3,1,10,0,1
130.360248,2.425466,0.039777,0,3,10,1,1
144.193001,1.986214,0.189072,0,2.236068,10,2,1
143.433078,1.88491,0.216678,1,2,10,0,1
